Employee_ID,Age,Experience_Years,Monthly_Salary,Annual_Bonus,Performance_Score,Training_Hours,Projects_Completed,Job_Satisfaction,Education,Department,Employment_Type,Work_Mode,City,Promotion
EMP-00423,38.0,19.0,15006.47,8958.26,Excellent,43.7,6.0,Low,Bachelor,Sales,Part-Time,Office,Rawalpindi,No
EMP-00424,26.0,0.0,8694.82,6922.3,Average,65.4,4.0,High,Bachelor,IT,Full-Time,Hybrid,Karachi,No
EMP-00425,31.0,10.0,13659.98,12668.85,Average,9.6,5.0,Medium,Bachelor,Finance,Full-Time,Office,Multan,No
EMP-00426,30.0,5.0,11281.67,20733.01,Average,17.4,5.0,Medium,Master,IT,Full-Time,Office,Lahore,No
EMP-00427,26.0,5.0,8309.13,20035.47,Good,42.3,3.0,Very High,High School,IT,Full-Time,Hybrid,Islamabad,No
EMP-00428,38.0,12.0,11789.8,12157.65,Good,22.2,1.0,High,High School,Sales,Full-Time,Hybrid,Lahore,No
EMP-00429,35.0,11.0,15276.63,19709.33,Poor,16.5,6.0,High,PhD,Finance,Full-Time,Office,Islamabad,No
EMP-00430,27.0,3.0,10089.15,11592.23,Good,30.2,6.0,Medium,Bachelor,HR,Contract,Hybrid,Lahore,No
EMP-00431,42.0,16.0,15842.22,32696.26,Poor,3.5,5.0,Very High,Master,Sales,Full-Time,Hybrid,Multan,No
EMP-00432,31.0,9.0,13468.9,24351.79,Good,20.4,4.0,Low,Master,IT,Part-Time,Office,Islamabad,No
EMP-00433,24.0,0.0,6863.32,8558.3,Excellent,64.1,3.0,Very High,Bachelor,Sales,Contract,Remote,Rawalpindi,No
EMP-00434,29.0,4.0,13599.12,26703.83,Good,52.5,4.0,Medium,PhD,Finance,Contract,Hybrid,Peshawar,No
EMP-00435,35.0,14.0,13770.99,29458.16,Good,66.1,5.0,Medium,Bachelor,HR,Full-Time,Hybrid,Rawalpindi,No
EMP-00436,34.0,9.0,12722.0,39767.34,Average,40.9,5.0,Medium,Master,Operations,Full-Time,Hybrid,Karachi,No
EMP-00437,31.0,8.0,12264.0,11584.71,Good,39.7,7.0,High,Bachelor,HR,Full-Time,Remote,Lahore,Yes
EMP-00438,40.0,17.0,17260.27,18409.34,Good,7.0,2.0,Medium,Master,Sales,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00439,37.0,16.0,17681.88,29382.92,Average,56.3,7.0,High,PhD,Marketing,Full-Time,Remote,Peshawar,No
EMP-00440,21.0,,6929.54,21709.31,Poor,45.3,9.0,Medium,Bachelor,HR,Full-Time,Remote,Lahore,No
EMP-00441,24.0,0.0,9133.65,15187.94,Good,19.8,4.0,Very High,Master,HR,Full-Time,Remote,Multan,No
EMP-00442,58.0,35.0,25197.93,15138.28,Good,9.6,3.0,Medium,Bachelor,Finance,Full-Time,Hybrid,Rawalpindi,No
EMP-00443,48.0,23.0,18800.53,28759.07,Average,7.4,7.0,High,Master,Marketing,Full-Time,Remote,Peshawar,No
EMP-00444,22.0,3.0,10067.75,16522.03,Average,61.5,8.0,Medium,Master,Marketing,Full-Time,Hybrid,Lahore,Yes
EMP-00445,52.0,33.0,22707.62,11658.42,Poor,37.6,8.0,Low,Master,Sales,Full-Time,Office,Karachi,Yes
EMP-00446,28.0,5.0,10132.12,8022.19,Good,46.3,4.0,High,Bachelor,Finance,Full-Time,Hybrid,Islamabad,No
EMP-00447,30.0,10.0,14870.3,5830.39,Average,44.6,1.0,High,PhD,IT,Full-Time,Remote,Lahore,No
EMP-00448,31.0,10.0,11505.85,7869.94,Good,70.0,6.0,Very High,Bachelor,Operations,Contract,Hybrid,Islamabad,Yes
EMP-00449,36.0,16.0,11939.67,13167.03,Excellent,31.8,3.0,Low,High School,Sales,Full-Time,Office,Peshawar,Yes
EMP-00450,47.0,20.0,55215.34,292924.22,Good,22.7,9.0,High,Master,Finance,Part-Time,Hybrid,Islamabad,Yes
EMP-00451,46.0,26.0,20115.49,22231.14,Good,5.2,6.0,High,Bachelor,Sales,Full-Time,Hybrid,Karachi,No
EMP-00452,46.0,26.0,19718.19,29517.81,Average,30.4,6.0,High,Bachelor,HR,Part-Time,Remote,Islamabad,No
EMP-00453,39.0,19.0,19870.73,21806.85,Average,12.0,6.0,Low,Master,IT,Contract,Hybrid,Islamabad,Yes
EMP-00454,38.0,11.0,16101.71,39836.28,Excellent,29.8,4.0,Medium,PhD,Sales,Full-Time,Hybrid,Rawalpindi,No
EMP-00455,33.0,9.0,11427.91,15459.83,Good,55.0,5.0,Medium,Master,IT,Full-Time,Hybrid,Multan,Yes
EMP-00456,28.0,5.0,12242.52,13367.93,Good,10.7,5.0,Medium,Bachelor,Marketing,Full-Time,Office,Rawalpindi,No
EMP-00457,52.0,25.0,22236.28,45231.24,Good,23.3,6.0,High,Master,IT,Full-Time,Office,Karachi,Yes
EMP-00458,30.0,7.0,11505.18,18970.68,Good,16.6,7.0,High,Bachelor,Marketing,Full-Time,Remote,Rawalpindi,No
EMP-00459,21.0,4.0,8718.89,1000.0,Average,23.1,5.0,High,Master,IT,Contract,Office,Multan,No
EMP-00460,44.0,21.0,20730.0,18103.51,Poor,,6.0,Low,Bachelor,Finance,Full-Time,Office,Islamabad,No
EMP-00461,28.0,6.0,9956.14,5976.09,Average,20.0,3.0,Low,Bachelor,Sales,Full-Time,Office,Multan,No
EMP-00462,38.0,9.0,16105.67,8643.38,Excellent,32.6,2.0,Medium,Master,HR,Full-Time,Hybrid,Karachi,No
EMP-00463,37.0,14.0,15336.97,24685.7,Excellent,39.2,3.0,Very High,Bachelor,Finance,Contract,Hybrid,Multan,Yes
EMP-00464,22.0,1.0,7576.47,15737.96,Average,7.5,7.0,High,High School,Finance,Full-Time,Office,Islamabad,No
EMP-00465,34.0,13.0,13254.08,123503.2,Average,16.0,3.0,High,Master,Operations,Full-Time,Hybrid,Rawalpindi,No
EMP-00466,38.0,17.0,17768.95,22318.91,Excellent,40.4,1.0,Low,Bachelor,Sales,Full-Time,Office,Multan,Yes
EMP-00467,25.0,9.0,11261.56,9433.05,Good,18.8,7.0,High,Bachelor,Finance,Full-Time,Office,Karachi,No
EMP-00468,40.0,19.0,19508.65,33262.16,Average,6.9,8.0,Medium,Master,Finance,Full-Time,Remote,Lahore,No
EMP-00469,34.0,14.0,13844.88,22823.23,Average,8.8,3.0,Medium,Bachelor,HR,Part-Time,Hybrid,Lahore,No
EMP-00470,34.0,17.0,15829.84,17209.45,Good,46.3,8.0,High,Master,Marketing,Full-Time,Hybrid,Lahore,Yes
EMP-00471,43.0,21.0,16420.97,31285.93,Good,7.0,6.0,Medium,Bachelor,Finance,Full-Time,Remote,Lahore,No
EMP-00472,38.0,15.0,11447.66,12770.81,Poor,23.6,2.0,Medium,High School,Finance,Full-Time,,Karachi,No
EMP-00473,27.0,,11954.91,19013.87,Excellent,30.2,4.0,Medium,Bachelor,HR,Contract,Office,Multan,No
EMP-00474,26.0,3.0,9822.13,11891.0,Excellent,23.7,6.0,Medium,Bachelor,Sales,Contract,Office,Multan,No
EMP-00475,41.0,18.0,17733.62,12575.91,Excellent,107.1,5.0,Very High,Bachelor,Marketing,Full-Time,Office,Islamabad,Yes
EMP-00476,32.0,11.0,14182.01,81430.97,Excellent,37.9,3.0,Medium,Bachelor,Operations,Full-Time,Hybrid,Multan,No
EMP-00477,33.0,9.0,12990.06,20850.33,Good,49.0,2.0,High,,IT,Contract,Hybrid,Lahore,Yes
EMP-00478,30.0,15.0,16759.53,9149.88,Average,11.4,6.0,Medium,Master,Finance,Full-Time,Hybrid,Karachi,No
EMP-00479,39.0,11.0,10465.46,6472.47,Average,47.2,3.0,High,High School,HR,Full-Time,Office,Karachi,No
EMP-00480,32.0,9.0,10043.8,2006.15,Poor,27.2,3.0,Medium,High School,Marketing,Contract,Hybrid,Lahore,No
EMP-00481,28.0,2.0,9169.28,10865.46,Good,4.6,3.0,High,High School,Finance,Full-Time,Office,Karachi,No
EMP-00482,36.0,9.0,15159.5,7752.27,Average,16.1,3.0,Very High,Master,Sales,Part-Time,Hybrid,Peshawar,No
EMP-00483,38.0,23.0,15739.04,22293.79,Excellent,23.9,6.0,Medium,High School,Operations,Contract,Hybrid,Multan,Yes
EMP-00484,55.0,30.0,19798.58,42019.39,Good,28.2,9.0,High,Bachelor,Finance,Contract,Office,Lahore,Yes
EMP-00485,25.0,2.0,8715.68,24490.96,Excellent,17.0,2.0,High,High School,Sales,Part-Time,Office,Peshawar,No
EMP-00486,43.0,22.0,18018.18,11589.62,Good,7.5,8.0,Very High,Master,HR,Full-Time,Remote,Lahore,No
EMP-00487,29.0,7.0,9736.13,1000.0,Average,13.4,6.0,High,High School,IT,Full-Time,Hybrid,Karachi,No
EMP-00488,34.0,12.0,17200.79,12867.02,Average,29.8,7.0,Medium,Bachelor,Sales,Full-Time,Hybrid,Rawalpindi,No
EMP-00489,41.0,22.0,15596.7,31755.37,Average,29.5,5.0,Very High,High School,Operations,Contract,Hybrid,Islamabad,No
EMP-00490,36.0,11.0,12324.72,12919.23,Average,34.5,7.0,Very High,High School,Marketing,Full-Time,Remote,Karachi,No
EMP-00491,45.0,,17727.3,31381.97,Excellent,33.0,4.0,High,Bachelor,Operations,Part-Time,Hybrid,Multan,No
EMP-00492,37.0,9.0,10568.25,20175.28,Average,10.5,7.0,High,High School,IT,Part-Time,Remote,Rawalpindi,No
EMP-00493,32.0,9.0,8595.49,10335.29,Good,69.6,7.0,High,High School,Finance,Full-Time,Office,Karachi,Yes
EMP-00494,33.0,17.0,15133.21,10419.62,Good,31.5,7.0,High,Master,HR,Full-Time,Hybrid,Lahore,Yes
EMP-00495,21.0,0.0,5464.3,4354.42,Excellent,35.7,5.0,Medium,High School,Finance,Full-Time,Office,Multan,No
EMP-00496,27.0,7.0,13239.21,19927.33,Average,20.7,6.0,Low,Bachelor,HR,Full-Time,Hybrid,Multan,No
EMP-00497,38.0,19.0,19700.08,45916.78,Excellent,19.3,4.0,Low,Bachelor,Sales,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00498,41.0,19.0,15097.72,13281.22,Good,33.2,6.0,Very High,High School,Operations,Full-Time,Office,Lahore,No
EMP-00499,39.0,22.0,15240.19,16218.76,Average,15.4,4.0,Very High,High School,Operations,Full-Time,Office,Karachi,Yes
EMP-00500,39.0,9.0,15611.88,36506.19,Average,18.4,6.0,High,Bachelor,HR,Full-Time,Remote,Rawalpindi,Yes
EMP-00501,31.0,5.0,10285.33,27808.64,Average,33.5,11.0,Medium,Bachelor,Operations,Full-Time,Remote,Lahore,Yes
EMP-00502,52.0,31.0,19320.13,35661.08,,43.0,3.0,Very High,High School,Finance,Full-Time,Remote,Lahore,No
EMP-00503,21.0,0.0,9779.01,5601.84,Average,14.4,5.0,Very High,Master,IT,Full-Time,Hybrid,Karachi,No
EMP-00504,36.0,17.0,17529.11,38287.78,Good,31.7,4.0,High,Master,Finance,Full-Time,Remote,Multan,Yes
EMP-00505,23.0,0.0,10757.84,16411.14,Average,26.9,6.0,Low,PhD,IT,Full-Time,Office,Peshawar,No
EMP-00506,37.0,15.0,12682.37,14117.78,Good,31.8,5.0,Medium,Bachelor,HR,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00507,41.0,18.0,19033.98,10833.42,Good,53.7,3.0,Medium,Master,Finance,Full-Time,Office,Karachi,Yes
EMP-00508,29.0,9.0,9009.05,16788.77,Excellent,25.2,8.0,High,Bachelor,Finance,Full-Time,Hybrid,Peshawar,Yes
EMP-00509,23.0,0.0,9356.47,6193.83,Good,36.4,7.0,Medium,Bachelor,Marketing,Full-Time,Hybrid,Multan,No
EMP-00510,24.0,5.0,15047.31,19372.68,Average,120.0,8.0,High,PhD,Finance,Full-Time,Office,Peshawar,No
EMP-00511,31.0,6.0,8599.06,12217.04,Good,20.9,8.0,High,Master,IT,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00512,21.0,0.0,7829.59,15208.54,Good,60.0,6.0,Medium,Bachelor,Marketing,Contract,Office,Lahore,Yes
EMP-00513,47.0,26.0,20231.99,36160.62,Good,49.2,4.0,Medium,Bachelor,Marketing,Full-Time,Hybrid,Peshawar,Yes
EMP-00514,32.0,13.0,9690.52,9209.83,Average,21.3,4.0,Medium,Master,IT,Full-Time,Office,Rawalpindi,No
EMP-00515,46.0,21.0,17927.55,25193.36,Average,27.1,7.0,Medium,Master,Operations,Full-Time,Hybrid,Multan,No
EMP-00516,29.0,16.0,16045.37,22583.64,Good,57.3,1.0,Medium,Master,Marketing,Contract,Hybrid,Peshawar,No
EMP-00517,40.0,18.0,17970.68,33981.35,Average,28.8,4.0,Medium,Master,IT,Full-Time,Office,Islamabad,No
EMP-00518,35.0,15.0,20619.82,22465.6,Good,20.6,4.0,High,PhD,IT,Full-Time,Hybrid,Multan,No
EMP-00519,35.0,9.0,11809.96,28407.26,Average,39.3,3.0,Medium,Bachelor,Finance,Full-Time,Office,Peshawar,No
EMP-00520,30.0,9.0,10253.88,12518.35,Good,46.5,5.0,Low,High School,IT,Part-Time,Office,Rawalpindi,Yes
EMP-00521,48.0,28.0,22323.78,10093.76,Good,25.1,6.0,Low,PhD,HR,Full-Time,Remote,Peshawar,Yes
EMP-00522,32.0,14.0,12957.58,24773.56,Average,18.2,3.0,High,Bachelor,HR,Full-Time,Hybrid,Karachi,No
EMP-00523,37.0,20.0,16078.13,20293.31,Good,7.9,0.0,Medium,Bachelor,Finance,Full-Time,Hybrid,Multan,No
EMP-00524,38.0,13.0,15842.29,17398.48,Average,34.7,3.0,High,Master,Marketing,Part-Time,Office,Multan,No
EMP-00525,33.0,12.0,15006.27,20896.65,Good,38.6,3.0,High,Master,HR,Contract,Hybrid,Peshawar,Yes
EMP-00526,28.0,5.0,8359.21,5247.73,Poor,19.7,3.0,High,Bachelor,HR,Full-Time,Office,Karachi,No
EMP-00527,21.0,0.0,8904.18,5114.51,Poor,25.5,6.0,Low,Bachelor,HR,Full-Time,Office,Rawalpindi,No
EMP-00528,34.0,9.0,16458.72,32314.73,Good,80.9,3.0,High,PhD,IT,Full-Time,Office,Lahore,Yes
EMP-00529,25.0,4.0,8021.95,11167.46,Good,29.9,3.0,High,Bachelor,Finance,,Office,Karachi,No
EMP-00530,32.0,11.0,16470.22,23240.26,Average,16.3,4.0,Medium,PhD,Marketing,Part-Time,Office,Islamabad,No
EMP-00531,40.0,15.0,16451.36,14980.95,Good,32.7,2.0,Medium,Bachelor,Finance,Full-Time,Office,Islamabad,No
EMP-00532,43.0,25.0,18881.1,26396.54,Good,16.3,8.0,Medium,Bachelor,Finance,Full-Time,Hybrid,Karachi,Yes
EMP-00533,35.0,10.0,13197.42,16506.88,Poor,18.7,8.0,Very High,Master,Finance,Full-Time,Hybrid,Peshawar,No
EMP-00534,34.0,8.0,14167.16,26005.8,Good,85.0,13.0,High,Bachelor,Finance,Full-Time,Hybrid,Peshawar,No
EMP-00535,40.0,16.0,18077.1,34961.23,Average,20.1,7.0,High,Bachelor,HR,Full-Time,Office,,Yes
EMP-00536,39.0,17.0,15049.32,17686.72,Poor,18.5,5.0,Low,Bachelor,Sales,Full-Time,Hybrid,Multan,No
EMP-00537,45.0,21.0,18628.52,20188.5,Average,12.7,9.0,Very High,Master,Marketing,Contract,Remote,Multan,Yes
EMP-00538,27.0,3.0,13412.58,13818.15,Average,13.7,5.0,Medium,Master,Marketing,Full-Time,Office,Multan,No
EMP-00539,41.0,16.0,21463.53,57221.54,Good,17.2,9.0,Medium,PhD,Finance,Contract,Hybrid,Lahore,Yes
EMP-00540,30.0,6.0,11580.6,26431.79,Good,35.9,5.0,Medium,Master,Operations,Full-Time,Hybrid,Multan,No
EMP-00541,44.0,18.0,18014.0,43363.01,Average,15.6,6.0,High,PhD,Sales,Full-Time,Office,Multan,No
EMP-00542,29.0,8.0,9174.96,28362.13,Excellent,36.9,2.0,High,High School,Sales,Part-Time,Remote,Lahore,No
EMP-00543,25.0,5.0,7940.75,8668.39,Good,53.3,4.0,High,High School,Sales,Full-Time,Hybrid,Lahore,No
EMP-00544,41.0,22.0,18563.28,33382.66,Average,70.2,5.0,Very High,Bachelor,Sales,Contract,Remote,Islamabad,Yes
EMP-00545,43.0,17.0,15674.15,23969.41,Good,8.4,4.0,High,Bachelor,IT,Full-Time,Office,Islamabad,No
EMP-00546,42.0,18.0,14819.65,23842.53,Average,34.9,2.0,Medium,High School,Operations,Full-Time,Hybrid,Multan,No
EMP-00547,30.0,13.0,10825.18,12862.31,Good,16.7,5.0,Medium,High School,Operations,Part-Time,Hybrid,Karachi,Yes
EMP-00548,39.0,17.0,15332.75,24820.95,Good,69.5,8.0,Very High,PhD,Sales,Full-Time,Office,Multan,No
EMP-00549,46.0,26.0,17164.97,19405.71,Average,5.2,9.0,High,Bachelor,Finance,Full-Time,Office,Lahore,No
EMP-00550,39.0,18.0,14293.91,16055.6,Excellent,14.8,11.0,Medium,Bachelor,Sales,Full-Time,Hybrid,Karachi,No
EMP-00551,36.0,10.0,79946.09,69017.98,Good,15.8,2.0,Very High,Bachelor,IT,Full-Time,Office,Peshawar,No
EMP-00552,37.0,12.0,12552.04,16218.73,Excellent,27.7,6.0,High,Bachelor,Marketing,Full-Time,Office,Lahore,No
EMP-00553,40.0,18.0,18543.02,15485.58,,57.6,3.0,High,Bachelor,HR,Full-Time,Office,Lahore,Yes
EMP-00554,45.0,26.0,20430.4,21838.64,Excellent,27.0,4.0,Medium,Bachelor,Sales,Full-Time,Hybrid,Islamabad,No
EMP-00555,43.0,19.0,18479.34,24829.64,Average,21.7,2.0,High,Bachelor,Marketing,Contract,Hybrid,Karachi,No
EMP-00556,30.0,3.0,12329.99,8558.85,Average,51.8,5.0,Medium,Bachelor,Sales,Full-Time,Hybrid,Karachi,No
EMP-00557,21.0,0.0,6288.93,6872.95,Good,13.5,4.0,Very High,Bachelor,IT,Full-Time,Office,Islamabad,No
EMP-00558,41.0,12.0,13636.14,9375.35,Good,12.1,4.0,High,Bachelor,Marketing,Part-Time,Office,Peshawar,No
EMP-00559,23.0,5.0,13266.64,22568.53,Good,20.8,8.0,Very High,Bachelor,Operations,Full-Time,Office,Multan,No
EMP-00560,31.0,4.0,12906.66,6829.39,Good,9.2,3.0,High,Master,HR,Full-Time,Hybrid,Multan,No
EMP-00561,23.0,4.0,12928.09,21461.86,Excellent,14.8,5.0,Low,Master,Finance,Full-Time,Hybrid,Lahore,No
EMP-00562,44.0,23.0,17137.7,22486.86,Average,7.8,4.0,High,High School,IT,Full-Time,Office,Peshawar,Yes
EMP-00563,25.0,6.0,10958.37,15278.17,Average,46.7,3.0,High,Bachelor,Sales,Full-Time,Office,Multan,No
EMP-00564,29.0,3.0,11556.82,29294.88,Good,24.5,4.0,Medium,Master,HR,Full-Time,Office,Rawalpindi,No
EMP-00565,40.0,14.0,13682.75,14291.76,Average,25.9,7.0,Medium,High School,Sales,Full-Time,Remote,Lahore,No
EMP-00566,40.0,21.0,20165.78,20084.16,Good,42.4,5.0,Medium,Bachelor,Operations,Part-Time,Hybrid,Peshawar,No
EMP-00567,22.0,0.0,5866.45,9737.09,Good,26.8,2.0,High,High School,Marketing,,Office,Peshawar,No
EMP-00568,22.0,0.0,8977.97,1000.0,Average,9.5,2.0,Medium,Bachelor,Operations,Full-Time,Hybrid,Rawalpindi,No
EMP-00569,41.0,19.0,16759.8,41089.91,Average,39.3,3.0,High,Bachelor,Operations,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00570,45.0,21.0,16396.58,24436.58,Average,69.1,7.0,Medium,Bachelor,IT,Full-Time,Office,Lahore,Yes
EMP-00571,40.0,14.0,12681.37,16187.46,Average,8.2,7.0,High,Bachelor,Operations,Full-Time,Remote,Peshawar,No
EMP-00572,39.0,18.0,19542.96,38988.64,Good,60.4,4.0,Medium,PhD,Marketing,Full-Time,Office,Multan,No
EMP-00573,27.0,8.0,12388.11,3077.93,Average,24.6,5.0,High,Master,Operations,Full-Time,Remote,Islamabad,No
EMP-00574,50.0,24.0,18262.74,29242.58,Excellent,59.7,5.0,High,Bachelor,Marketing,Full-Time,Hybrid,Islamabad,Yes
EMP-00575,25.0,0.0,9860.52,17979.01,Good,41.6,7.0,Medium,PhD,Sales,Full-Time,Remote,Karachi,No
EMP-00576,44.0,22.0,19159.63,48210.54,Excellent,16.4,9.0,Medium,Master,Marketing,Full-Time,Hybrid,Rawalpindi,No
EMP-00577,30.0,3.0,11999.31,21777.7,Excellent,24.1,6.0,High,Master,Finance,Full-Time,Office,Multan,Yes
EMP-00578,29.0,4.0,10977.53,18172.24,Average,31.9,4.0,High,Bachelor,Sales,Contract,Office,Karachi,No
EMP-00579,34.0,11.0,15105.25,13298.35,Average,33.3,4.0,Very High,Master,Sales,Full-Time,Office,Islamabad,No
EMP-00580,28.0,3.0,10509.83,17518.26,Average,39.0,3.0,Medium,Master,Sales,Full-Time,Hybrid,Karachi,No
EMP-00581,34.0,8.0,12568.15,73852.98,Good,25.9,4.0,High,Bachelor,Finance,Contract,Office,Rawalpindi,No
EMP-00582,43.0,21.0,15669.83,10256.06,Good,48.4,,High,High School,Sales,Full-Time,Hybrid,Karachi,Yes
EMP-00583,40.0,20.0,17172.53,19107.41,Poor,42.7,7.0,Medium,,Marketing,Full-Time,Remote,Islamabad,No
EMP-00584,37.0,14.0,14533.6,27922.83,Average,29.3,4.0,Medium,Bachelor,Marketing,Full-Time,Hybrid,Karachi,No
EMP-00585,33.0,9.0,8869.75,18904.08,Good,24.2,3.0,High,High School,Sales,Contract,Hybrid,Peshawar,No
EMP-00586,37.0,,14300.38,33527.65,Average,25.1,8.0,Very High,Bachelor,IT,Full-Time,Hybrid,Karachi,No
EMP-00587,49.0,29.0,20133.7,24519.24,Average,13.8,16.0,High,Bachelor,Marketing,Full-Time,Office,Rawalpindi,Yes
EMP-00588,21.0,2.0,8307.82,5299.78,Good,50.1,5.0,High,Bachelor,Operations,Full-Time,Office,Lahore,Yes
EMP-00589,39.0,17.0,11060.19,17476.31,Good,20.3,2.0,Medium,High School,IT,Full-Time,Office,Rawalpindi,No
EMP-00590,34.0,9.0,14006.34,29700.0,Average,67.3,2.0,High,Bachelor,HR,Full-Time,Office,Peshawar,Yes
EMP-00591,43.0,22.0,21279.81,34007.94,Average,27.8,6.0,Very High,Master,Marketing,Full-Time,Office,Rawalpindi,Yes
EMP-00592,21.0,0.0,9374.72,4188.24,Excellent,65.7,6.0,Low,Bachelor,HR,Part-Time,Office,Islamabad,No
EMP-00593,35.0,10.0,12488.4,8751.75,Average,55.6,7.0,High,Master,Marketing,Contract,Office,Islamabad,Yes
EMP-00594,34.0,14.0,16662.96,16204.81,Poor,115.4,6.0,Medium,Master,Sales,Full-Time,Office,Lahore,Yes
EMP-00595,22.0,0.0,10255.77,10893.3,Excellent,38.0,3.0,High,Master,IT,Full-Time,Hybrid,Multan,No
EMP-00596,35.0,12.0,12276.08,3316.84,Average,40.1,6.0,Medium,Bachelor,IT,Full-Time,Hybrid,Islamabad,No
EMP-00597,32.0,9.0,12832.31,15834.94,Average,52.7,5.0,Low,Bachelor,Operations,Contract,Office,Lahore,No
EMP-00598,36.0,12.0,12763.26,22341.78,Good,14.9,7.0,High,Bachelor,Operations,Full-Time,Office,Peshawar,No
EMP-00599,38.0,14.0,17072.23,14199.09,Average,40.9,4.0,Medium,Bachelor,Operations,Full-Time,Office,Multan,No
EMP-00600,26.0,0.0,9897.9,21070.48,Average,28.5,8.0,High,Bachelor,HR,Full-Time,Hybrid,Rawalpindi,No
EMP-00601,31.0,7.0,13836.51,17679.67,Excellent,10.3,5.0,Low,Bachelor,Sales,Full-Time,Hybrid,Peshawar,No
EMP-00602,37.0,15.0,13809.55,27544.2,Average,27.5,6.0,High,Bachelor,Marketing,Full-Time,Hybrid,Karachi,No
EMP-00603,55.0,35.0,27054.5,38481.88,Average,54.3,7.0,Medium,Bachelor,Operations,Part-Time,Hybrid,Multan,Yes
EMP-00604,43.0,20.0,16628.67,26454.0,Good,25.7,3.0,Medium,High School,Sales,Full-Time,Office,Karachi,No
EMP-00605,28.0,9.0,13602.59,21213.6,Excellent,41.3,1.0,Very High,Master,Sales,Full-Time,Remote,Lahore,Yes
EMP-00606,47.0,23.0,19521.91,15450.25,Good,3.7,3.0,Medium,Bachelor,HR,Full-Time,Hybrid,Rawalpindi,No
EMP-00607,34.0,8.0,14998.86,8425.24,Excellent,41.6,3.0,Very High,Bachelor,Sales,Full-Time,Office,Karachi,Yes
EMP-00608,32.0,9.0,14883.33,39144.91,Poor,67.2,10.0,Very High,Bachelor,IT,Full-Time,Office,Peshawar,No
EMP-00609,34.0,9.0,12913.36,15244.98,Average,17.5,6.0,High,Master,IT,Contract,Remote,Lahore,No
EMP-00610,37.0,18.0,14121.43,32584.14,Average,57.6,3.0,Medium,Bachelor,Finance,Full-Time,Hybrid,Islamabad,Yes
EMP-00611,39.0,16.0,16650.78,19725.59,Good,40.6,4.0,Medium,PhD,IT,Part-Time,Office,Rawalpindi,Yes
EMP-00612,21.0,4.0,9402.94,12262.94,Good,48.6,5.0,High,Bachelor,Finance,Full-Time,Office,Rawalpindi,No
EMP-00613,36.0,13.0,11023.11,5580.96,Average,57.8,3.0,Medium,High School,Operations,Full-Time,Office,Multan,No
EMP-00614,43.0,22.0,17530.5,32283.7,Excellent,13.5,3.0,Medium,High School,Operations,Full-Time,Office,Peshawar,No
EMP-00615,32.0,5.0,13893.31,27374.82,Good,38.0,2.0,High,Bachelor,Operations,Contract,Hybrid,Lahore,Yes
EMP-00616,43.0,22.0,15333.81,183975.5,Average,50.5,5.0,Medium,Bachelor,IT,Full-Time,Hybrid,Lahore,Yes
EMP-00617,35.0,15.0,21368.87,46776.61,Good,43.8,6.0,High,PhD,Finance,Full-Time,Hybrid,Islamabad,Yes
EMP-00618,27.0,6.0,12948.29,21930.63,Good,21.7,5.0,Low,Master,IT,Full-Time,Hybrid,Lahore,Yes
EMP-00619,45.0,23.0,13613.55,2276.35,Good,63.0,3.0,Medium,High School,IT,Full-Time,Office,Lahore,No
EMP-00620,29.0,8.0,11240.03,16545.52,Average,14.3,2.0,Medium,Master,HR,Full-Time,Office,Lahore,No
EMP-00621,32.0,7.0,12318.28,6419.61,Excellent,35.7,8.0,Medium,Master,Operations,Full-Time,Office,Multan,No
EMP-00622,39.0,19.0,16549.66,11826.4,Excellent,62.7,5.0,Medium,Bachelor,Marketing,Full-Time,Office,Peshawar,Yes
EMP-00623,38.0,16.0,,21004.29,Good,58.2,5.0,Medium,Master,IT,Full-Time,Remote,Multan,No
EMP-00624,38.0,20.0,19688.51,26340.94,Average,30.5,5.0,Medium,PhD,HR,Full-Time,Office,Lahore,No
EMP-00625,47.0,27.0,21782.97,18445.21,Good,8.9,4.0,Medium,Bachelor,Finance,Full-Time,Remote,Lahore,Yes
EMP-00626,35.0,13.0,13657.31,11490.81,Average,27.8,4.0,High,Master,Marketing,Full-Time,Office,Lahore,No
EMP-00627,25.0,7.0,6073.25,3892.22,Good,54.8,6.0,High,High School,Sales,Full-Time,Office,Karachi,No
EMP-00628,32.0,8.0,16867.0,30419.1,Average,30.7,3.0,High,PhD,Marketing,Full-Time,Office,,No
EMP-00629,31.0,10.0,14067.8,38496.49,Good,58.6,6.0,Medium,Bachelor,Operations,Full-Time,Office,Rawalpindi,Yes
EMP-00630,28.0,6.0,9946.79,12374.87,Good,32.0,3.0,High,High School,Sales,Full-Time,Hybrid,Karachi,No
EMP-00631,30.0,10.0,12543.69,,Good,30.0,6.0,High,Bachelor,HR,Full-Time,Hybrid,Islamabad,No
EMP-00632,33.0,10.0,11571.56,12565.66,Average,17.8,5.0,High,High School,Finance,Full-Time,Hybrid,Multan,No
EMP-00633,47.0,24.0,20196.95,45875.46,Poor,27.2,3.0,Medium,Bachelor,HR,Full-Time,Remote,Karachi,No
